,Algorithm,Train Start,Train End,Test Start,Test End,AUC,Avg AUC
24,['Decision Tree'],[24000],[29000],[29000],[30000],[0.6501772380105489],['0.641407330343509']
25,['Decision Tree'],[25000],[30000],[30000],[31000],[0.6605049811475312],['0.642141855374433']
26,['Decision Tree'],[26000],[31000],[31000],[32000],[0.6826249219987519],['0.6436412282123707']
27,['Decision Tree'],[27000],[32000],[32000],[33000],[0.6825183398653402],['0.6450296964856911']
28,['Decision Tree'],[28000],[33000],[33000],[34000],[0.7018055399798138],['0.6469874841923848']
29,['Decision Tree'],[29000],[34000],[34000],[35000],[0.6191426601901281],['0.6460593233923096']
30,['Decision Tree'],[30000],[35000],[35000],[36000],[0.679555996147507],['0.6471398612231225']
31,['Decision Tree'],[31000],[36000],[36000],[37000],[0.6491987179487181],['0.6472042004957973']
32,['Decision Tree'],[32000],[37000],[37000],[38000],[0.676760645086437],['0.6480998503318772']
33,['Decision Tree'],[33000],[38000],[38000],[39000],[0.6272547545912033],['0.6474867592806809']
34,['Decision Tree'],[34000],[39000],[39000],[39644],[0.6391581022652963],['0.6472487976516699']
35,['Decision Tree'],[0],[7500],[7500],[8500],[0.6382303516810328],['0.6382303516810328']
36,['Decision Tree'],[1000],[8500],[8500],[9500],[0.6499963886748844],['0.6441133701779587']
37,['Decision Tree'],[2000],[9500],[9500],[10500],[0.642295049916297],['0.6435072634240715']
38,['Decision Tree'],[3000],[10500],[10500],[11500],[0.6534447525908627],['0.6459916357157693']
39,['Decision Tree'],[4000],[11500],[11500],[12500],[0.6489000676327341],['0.6465733220991623']
40,['Decision Tree'],[5000],[12500],[12500],[13500],[0.6181365658701459],['0.6418338627276596']
41,['Decision Tree'],[6000],[13500],[13500],[14500],[0.6579777977797778],['0.6441401391636765']
42,['Decision Tree'],[7000],[14500],[14500],[15500],[0.6409952132428278],['0.6437470234235705']
43,['Decision Tree'],[8000],[15500],[15500],[16500],[0.6813555555555555],['0.6479257492160132']
44,['Decision Tree'],[9000],[16500],[16500],[17500],[0.6294166857712835],['0.6460748428715403']
45,['Decision Tree'],[10000],[17500],[17500],[18500],[0.6397846170175419],['0.6455030041575404']
46,['Decision Tree'],[11000],[18500],[18500],[19500],[0.6460769621331237],['0.645550833988839']
47,['Decision Tree'],[12000],[19500],[19500],[20500],[0.6296296296296298],['0.6443261259612074']
48,['Decision Tree'],[13000],[20500],[20500],[21500],[0.6278557783561632],['0.6431496725608472']
49,['Decision Tree'],[14000],[21500],[21500],[22500],[0.6671499799652181],['0.6447496930544719']
50,['Decision Tree'],[15000],[22500],[22500],[23500],[0.6553657435279953],['0.6454131962090671']
51,['Decision Tree'],[16000],[23500],[23500],[24500],[0.6893936633262475],['0.6480002825100778']
52,['Decision Tree'],[17000],[24500],[24500],[25500],[0.682003156908203],['0.6498893310877514']
53,['Decision Tree'],[18000],[25500],[25500],[26500],[0.6704644097222222],['0.6509722299632499']
54,['Decision Tree'],[19000],[26500],[26500],[27500],[0.7068571497182377],['0.6537664759509992']
55,['Decision Tree'],[20000],[27500],[27500],[28500],[0.6828529167718893],['0.6551515445615178']
56,['Decision Tree'],[21000],[28500],[28500],[29500],[0.6787306407531126],['0.6562233216611357']
57,['Decision Tree'],[22000],[29500],[29500],[30500],[0.6654528601694916],['0.6566246059441078']
58,['Decision Tree'],[23000],[30500],[30500],[31500],[0.6820578451004456],['0.6576843242422884']
59,['Decision Tree'],[24000],[31500],[31500],[32500],[0.6777504800632554],['0.6584869704751272']
60,['Decision Tree'],[25000],[32500],[32500],[33500],[0.700796318527411],['0.6601142530925226']
61,['Decision Tree'],[26000],[33500],[33500],[34500],[0.6862247448989796],['0.6610813083446136']
62,['Decision Tree'],[27000],[34500],[34500],[35500],[0.6487644435882309],['0.6606414203176']
63,['Decision Tree'],[28000],[35500],[35500],[36500],[0.6873356448761473],['0.6615619108196188']
64,['Decision Tree'],[29000],[36500],[36500],[37500],[0.7019977891347187],['0.6629097734301221']
65,['Decision Tree'],[30000],[37500],[37500],[38500],[0.6603625392208459],['0.6628276045846616']
66,['Decision Tree'],[31000],[38500],[38500],[39500],[0.6598408101298275],['0.662734267257948']
67,['Decision Tree'],[32000],[39500],[39500],[39644],[0.6556765476910669],['0.6625203969680425']
68,['Decision Tree'],[0],[10000],[10000],[11000],[0.6220753127227947],['0.6220753127227947']
69,['Decision Tree'],[1000],[11000],[11000],[12000],[0.6854288420132425],['0.6537520773680185']
70,['Decision Tree'],[2000],[12000],[12000],[13000],[0.6444828124312277],['0.6506623223890883']
71,['Decision Tree'],[3000],[13000],[13000],[14000],[0.610225960613253],['0.6405532319451295']
72,['Decision Tree'],[4000],[14000],[14000],[15000],[0.6600280028002801],['0.6444481861161596']
73,['Decision Tree'],[5000],[15000],[15000],[16000],[0.6675980463155184],['0.6483064961493861']
74,['Decision Tree'],[6000],[16000],[16000],[17000],[0.6724020202020202],['0.6517487138711909']
75,['Decision Tree'],[7000],[17000],[17000],[18000],[0.6447473279110653],['0.6508735406261752']
76,['Decision Tree'],[8000],[18000],[18000],[19000],[0.6457250030183307],['0.6503014808919703']
77,['Decision Tree'],[9000],[19000],[19000],[20000],[0.6603125000000001],['0.6513025828027732']
78,['Decision Tree'],[10000],[20000],[20000],[21000],[0.6121686679204641],['0.6477449541771088']
79,['Decision Tree'],[11000],[21000],[21000],[22000],[0.6382915613074778],['0.6469571714379728']
80,['Decision Tree'],[12000],[22000],[22000],[23000],[0.6944006372929606],['0.6506066688114335']
81,['Decision Tree'],[13000],[23000],[23000],[24000],[0.6516268989500658],['0.6506795423927644']
82,['Decision Tree'],[14000],[24000],[24000],[25000],[0.6626273421121593],['0.6514760623740573']
83,['Decision Tree'],[15000],[25000],[25000],[26000],[0.6791493296347665],['0.6532056415778517']
84,['Decision Tree'],[16000],[26000],[26000],[27000],[0.7189628719233981],['0.6570737139511191']
85,['Decision Tree'],[17000],[27000],[27000],[28000],[0.7086893474176711],['0.6599412491437053']
86,['Decision Tree'],[18000],[28000],[28000],[29000],[0.7264217704580544],['0.6634402239497238']
87,['Decision Tree'],[19000],[29000],[29000],[30000],[0.6495458402868292],['0.662745504766579']
88,['Decision Tree'],[20000],[30000],[30000],[31000],[0.6873019888451206],['0.6639148611512715']
89,['Decision Tree'],[21000],[31000],[31000],[32000],[0.7100833613337815],['0.6660134293413855']
90,['Decision Tree'],[22000],[32000],[32000],[33000],[0.6948829263390613],['0.6672686248630236']
91,['Decision Tree'],[23000],[33000],[33000],[34000],[0.6969512488184687],['0.6685054008611672']
92,['Decision Tree'],[24000],[34000],[34000],[35000],[0.6440729251831545],['0.6675281018340468']
93,['Decision Tree'],[25000],[35000],[35000],[36000],[0.6676459091440293],['0.6675326328844307']
94,['Decision Tree'],[26000],[36000],[36000],[37000],[0.7105729166666667],['0.6691267174689579']
95,['Decision Tree'],[27000],[37000],[37000],[38000],[0.6805593896403697],['0.6695350271893654']
96,['Decision Tree'],[28000],[38000],[38000],[39000],[0.6778458107313249],['0.6698216059321915']
97,['Decision Tree'],[29000],[39000],[39000],[39644],[0.6698581871773098],['0.669822825307029']
98,['Decision Tree'],[0],[12500],[12500],[13500],[0.6727236685608564],['0.6727236685608564']
99,['Decision Tree'],[1000],[13500],[13500],[14500],[0.6617541754175418],['0.6672389219891991']
100,['Decision Tree'],[2000],[14500],[14500],[15500],[0.659942126664959],['0.6648066568811191']
101,['Decision Tree'],[3000],[15500],[15500],[16500],[0.6700727272727273],['0.6661231744790211']
102,['Decision Tree'],[4000],[16500],[16500],[17500],[0.6364411517469665],['0.6601867699326103']
103,['Decision Tree'],[5000],[17500],[17500],[18500],[0.6414604076600574],['0.6570657095538515']
104,['Decision Tree'],[6000],[18500],[18500],[19500],[0.6873136956236896],['0.6613868504209712']
105,['Decision Tree'],[7000],[19500],[19500],[20500],[0.6574124412549986],['0.6608900492752247']
106,['Decision Tree'],[8000],[20500],[20500],[21500],[0.6475616163837873],['0.6594091122872872']
107,['Decision Tree'],[9000],[21500],[21500],[22500],[0.6969935434300374],['0.6631675554015622']
108,['Decision Tree'],[10000],[22500],[22500],[23500],[0.6819143420964613],['0.6648718087374621']
109,['Decision Tree'],[11000],[23500],[23500],[24500],[0.671092215811317],['0.6653901759936167']
110,['Decision Tree'],[12000],[24500],[24500],[25500],[0.6773623374274487],['0.666311111488527']
111,['Decision Tree'],[13000],[25500],[25500],[26500],[0.6727921907756812],['0.6667740457233237']
112,['Decision Tree'],[14000],[26500],[26500],[27500],[0.7217917520491804],['0.6704418928117141']
113,['Decision Tree'],[15000],[27500],[27500],[28500],[0.7059838618516782],['0.6726632658767118']
114,['Decision Tree'],[16000],[28500],[28500],[29500],[0.683690656949084],['0.6733119359397924']
115,['Decision Tree'],[17000],[29500],[29500],[30500],[0.6822776226245506],['0.6738100296445012']
116,['Decision Tree'],[18000],[30500],[30500],[31500],[0.7166143175505457],['0.6760628869027141']
117,['Decision Tree'],[19000],[31500],[31500],[32500],[0.6960574300882671],['0.6770626140619918']
118,['Decision Tree'],[20000],[32500],[32500],[33500],[0.7358843537414965],['0.6798636492848253']
119,['Decision Tree'],[21000],[33500],[33500],[34500],[0.675812703250813],['0.6796795153741884']
120,['Decision Tree'],[22000],[34500],[34500],[35500],[0.6525511821768428],['0.6785000226264778']
121,['Decision Tree'],[23000],[35500],[35500],[36500],[0.675566509207914],['0.6783777929007043']
122,['Decision Tree'],[24000],[36500],[36500],[37500],[0.7020078021115366],['0.6793229932691376']
123,['Decision Tree'],[25000],[37500],[37500],[38500],[0.6651413557456279],['0.6787775456720796']
124,['Decision Tree'],[26000],[38500],[38500],[39500],[0.6803043594951111],['0.6788340943321919']
125,['Decision Tree'],[27000],[39500],[39500],[39644],[0.700947771728171],['0.6796238685249054']
126,['Decision Tree'],[0],[15000],[15000],[16000],[0.6659907626450376],['0.6659907626450376']
127,['Decision Tree'],[1000],[16000],[16000],[17000],[0.6395535353535353],['0.6527721489992865']
128,['Decision Tree'],[2000],[17000],[17000],[18000],[0.6549270957226555],['0.6534904645737428']
129,['Decision Tree'],[3000],[18000],[18000],[19000],[0.6865369964071457],['0.6617520975320936']
130,['Decision Tree'],[4000],[19000],[19000],[20000],[0.6903104707792208],['0.6674637721815191']
131,['Decision Tree'],[5000],[20000],[20000],[21000],[0.6380181961389465],['0.6625561761744236']
132,['Decision Tree'],[6000],[21000],[21000],[22000],[0.6561433698391528],['0.6616400609836707']
133,['Decision Tree'],[7000],[22000],[22000],[23000],[0.6885149780020704],['0.6649994256109706']
134,['Decision Tree'],[8000],[23000],[23000],[24000],[0.6690627131899034],['0.6654509020086299']
135,['Decision Tree'],[9000],[24000],[24000],[25000],[0.6579308339884696],['0.6646988952066138']
136,['Decision Tree'],[10000],[25000],[25000],[26000],[0.6711453999075359],['0.6652849410885158']
137,['Decision Tree'],[11000],[26000],[26000],[27000],[0.7153038847117794],['0.6694531863904545']
138,['Decision Tree'],[12000],[27000],[27000],[28000],[0.7062398102860531],['0.6722829266901159']
139,['Decision Tree'],[13000],[28000],[28000],[29000],[0.7341920515954711],['0.6767050070404984']
140,['Decision Tree'],[14000],[29000],[29000],[30000],[0.6723147324782056],['0.6764123220696789']
141,['Decision Tree'],[15000],[30000],[30000],[31000],[0.6758198515092013],['0.6763752926596491']
142,['Decision Tree'],[16000],[31000],[31000],[32000],[0.7014232227715643],['0.6778487003132913']
143,['Decision Tree'],[17000],[32000],[32000],[33000],[0.738353934277962],['0.6812101022002174']
144,['Decision Tree'],[18000],[33000],[33000],[34000],[0.7135267306429132],['0.6829109773814119']
145,['Decision Tree'],[19000],[34000],[34000],[35000],[0.666987287388384],['0.6821147928817605']
146,['Decision Tree'],[20000],[35000],[35000],[36000],[0.6964590108442038],['0.6827978508799721']
147,['Decision Tree'],[21000],[36000],[36000],[37000],[0.6985817307692307],['0.6835152999658475']
148,['Decision Tree'],[22000],[37000],[37000],[38000],[0.6951402474885077],['0.6840207324668327']
149,['Decision Tree'],[23000],[38000],[38000],[39000],[0.692601790732632],['0.6843782765612411']
150,['Decision Tree'],[24000],[39000],[39000],[39644],[0.6929942708790833],['0.6847229163339548']
151,['Decision Tree'],[0],[17500],[17500],[18500],[0.6438199862017725],['0.6438199862017725']
152,['Decision Tree'],[1000],[18500],[18500],[19500],[0.6813069149633124],['0.6625634505825424']
153,['Decision Tree'],[2000],[19500],[19500],[20500],[0.642139747663288],['0.6557555496094576']
154,['Decision Tree'],[3000],[20500],[20500],[21500],[0.6278802171796782],['0.6487867165020127']
155,['Decision Tree'],[4000],[21500],[21500],[22500],[0.6984889230375207],['0.6587271578091143']
156,['Decision Tree'],[5000],[22500],[22500],[23500],[0.6834215499364507],['0.662842889830337']
157,['Decision Tree'],[6000],[23500],[23500],[24500],[0.6914323312076122],['0.6669270957413763']
158,['Decision Tree'],[7000],[24500],[24500],[25500],[0.6793436261694537],['0.668479162044886']
159,['Decision Tree'],[8000],[25500],[25500],[26500],[0.6808360357704403],['0.669852148014392']
160,['Decision Tree'],[9000],[26500],[26500],[27500],[0.7341888928022542],['0.6762858224931783']
161,['Decision Tree'],[10000],[27500],[27500],[28500],[0.7101105940169399],['0.679360801722611']
162,['Decision Tree'],[11000],[28500],[28500],[29500],[0.7000890778418868],['0.681088158065884']
163,['Decision Tree'],[12000],[29500],[29500],[30500],[0.6924334713662045],['0.681960874473601']
164,['Decision Tree'],[13000],[30500],[30500],[31500],[0.7222785188295329],['0.6848407062133104']
165,['Decision Tree'],[14000],[31500],[31500],[32500],[0.7028287424763195],['0.6860399086308443']
166,['Decision Tree'],[15000],[32500],[32500],[33500],[0.7445518207282913],['0.6896969031369348']
167,['Decision Tree'],[16000],[33500],[33500],[34500],[0.6967507870031481],['0.6901118374820062']
168,['Decision Tree'],[17000],[34500],[34500],[35500],[0.6685329448263961],['0.68891301011225']
169,['Decision Tree'],[18000],[35500],[35500],[36500],[0.6986315988708073],['0.6894245147837531']
170,['Decision Tree'],[19000],[36500],[36500],[37500],[0.7131101908072862],['0.6906087985849297']
171,['Decision Tree'],[20000],[37500],[37500],[38500],[0.6878321970503511],['0.6904765794642356']
172,['Decision Tree'],[21000],[38500],[38500],[39500],[0.6708146563637893],['0.6895828556869426']
173,['Decision Tree'],[22000],[39500],[39500],[39644],[0.6780600927606373],['0.6890818659944945']
174,['Decision Tree'],[0],[20000],[20000],[21000],[0.6340759672726687],['0.6340759672726687']
175,['Decision Tree'],[1000],[21000],[21000],[22000],[0.6487994311655637],['0.6414376992191162']
176,['Decision Tree'],[2000],[22000],[22000],[23000],[0.7030158190993788],['0.6619637391792037']
177,['Decision Tree'],[3000],[23000],[23000],[24000],[0.6699237924091914],['0.6639537524867006']
178,['Decision Tree'],[4000],[24000],[24000],[25000],[0.679726398715933],['0.6671082817325471']
179,['Decision Tree'],[5000],[25000],[25000],[26000],[0.6854690905488409],['0.6701684165352627']
180,['Decision Tree'],[6000],[26000],[26000],[27000],[0.7228688708951867],['0.6776970528723947']
181,['Decision Tree'],[7000],[27000],[27000],[28000],[0.699209658747231],['0.6803861286067492']
182,['Decision Tree'],[8000],[28000],[28000],[29000],[0.7330903403242408],['0.6862421521309149']
183,['Decision Tree'],[9000],[29000],[29000],[30000],[0.6727045342883478],['0.6848883903466583']
184,['Decision Tree'],[10000],[30000],[30000],[31000],[0.673392520850148],['0.6838433113015209']
185,['Decision Tree'],[11000],[31000],[31000],[32000],[0.7105253684058945],['0.6860668160602187']
186,['Decision Tree'],[12000],[32000],[32000],[33000],[0.734233745352226],['0.6897719644672962']
187,['Decision Tree'],[13000],[33000],[33000],[34000],[0.7144098751982569],['0.6915318152337934']
188,['Decision Tree'],[14000],[34000],[34000],[35000],[0.6616970454800494],['0.6895428305835438']
189,['Decision Tree'],[15000],[35000],[35000],[36000],[0.7042889208586707],['0.6904644612257392']
190,['Decision Tree'],[16000],[36000],[36000],[37000],[0.6789082532051282],['0.6897846842833504']
191,['Decision Tree'],[17000],[37000],[37000],[38000],[0.7036439142071846],['0.690554641501341']
192,['Decision Tree'],[18000],[38000],[38000],[39000],[0.6876470492124699],['0.6904016103282427']
193,['Decision Tree'],[19000],[39000],[39000],[39644],[0.6838979494236719],['0.6900764272830141']
